nome,modelo,serie,patrimonio,status,setor,filial,obs
ECF,BEMATECH MP 4200 TH FI,BE091410100011227135,S/N,FALSE,CAIXA,14,ECF CAIXA 12 (VAZ-CX12)
ECF,BEMATECH MP 4200 TH FI,BE091410100011227154,S/N,FALSE,CAIXA,14,ECF CAIXA 13 (VAZ-CX13)
ECF,BEMATECH MP 4200 TH FI,BE091410100011227144,S/N,FALSE,CAIXA,14,ECF CAIXA 14 (VAZ-CX14)
ECF,BEMATECH MP 4200 TH FI,BE091410100011227278,S/N,FALSE,CAIXA,14,ECF CAIXA 15 (VAZ-CX15)
ECF,BEMATECH MP 4200 TH FI,BE091410100011227106,S/N,FALSE,CAIXA,14,ECF CAIXA 16 (VAZ-CX16)
ECF,BEMATECH MP 4200 TH FI,BE091410100011227141,S/N,FALSE,CAIXA,14,ECF CAIXA 17 (VAZ-CX17)
ECF,BEMATECH MP 4200 TH FI,BE091410100011227147,S/N,FALSE,CAIXA,14,ECF CAIXA 18 (VAZ-CX18)
ECF,BEMATECH MP 4200 TH FI,BE091410100011227250,S/N,FALSE,CAIXA,14,ECF CAIXA 19 (VAZ-CX19)
ECF,BEMATECH MP 4200 TH FI,BE091410100011227143,S/N,FALSE,CAIXA,14,ECF CAIXA 20 (VAZ-CX20)
ECF,BEMATECH MP 4200 TH FI,BE091410100011227163,S/N,TRUE,TRUE,14,ECF BKP NUMERO 21
ECF,BEMATECH MP 4200 TH FI,BE091410100011227139,S/N,TRUE,TRUE,14,ECF BKP NUMERO 22
ECF,BEMATECH MP 4200 TH FI,BE091410100011227257,S/N,TRUE,TRUE,14,ECF BKP NUMERO 23
ECF,BEMATECH MP 4200 TH FI,BE091410100011227136,S/N,TRUE,TRUE,14,ECF BKP NUMERO 24
ECF,BEMATECH MP 4200 TH FI,BE091410100011227140,S/N,TRUE,TRUE,14,ECF BKP NUMERO 25
ECF,BEMATECH MP 4200 TH FI,BE091410100011227251,S/N,TRUE,TRUE,14,ECF BKP NUMERO 26
ECF,BEMATECH MP 4200 TH FI,BE091410100011227263,S/N,TRUE,TRUE,14,ECF BKP NUMERO 27
ECF,BEMATECH MP 4200 TH FI,BE091410100011227262,S/N,TRUE,TRUE,14,ECF BKP NUMERO 28
ECF,BEMATECH MP 4200 TH FI,BE091410100011227266,90207,TRUE,TRUE,14,ECF BKP NUMERO 29
ECF,BEMATECH MP 4200 TH FI,BE091410100011227270,S/N,TRUE,TRUE,14,ECF BKP NUMERO 30
ECF,BEMATECH MP 4200 TH FI,BE091410100011227161,S/N,TRUE,TRUE,14,ECF BKP NUMERO 31
MONITOR,DELL E1916H,BR0XV0M10759159P25TI,,FALSE,FRENTE DE CAIXA,18,
COLETOR,MOTOROLA MC 3090,14014523020793,1450063,FALSE,RM,14,COLETOR RM (CL02F14)
MONITOR,DELL E1916H,BR0XV0M10759159P25VI,,FALSE,FRENTE DE CAIXA,18,
MONITOR,DELL E1916H,BR0XV0M10759159P264I,,FALSE,RM,18,
BALANCA,TOLEDO PRIX 5 PLUS,10128,10128,FALSE,FATIADOS,14,
BALANCA,TOLEDO PRIX 5 PLUS,10129,10129,FALSE,HORTIFRUTI,14,
BALANCA,TOLEDO PRIX 5 PLUS,10130,10130,FALSE,HORTIFRUTI,14,
BALANCA,TOLEDO PRIX 5 PLUS,10131,10131,FALSE,ACOUGUE,14,
MONITOR,DELL E1916H,BR03VWMX7071368P,,FALSE,CPD,2,
LEITOR,BARCODETECH BT 900,154000883,60236,FALSE,RM,20,
LEITOR,SYMBOL LI4278,1601200500570,60524,FALSE,PRECIFICACAO,20,
MONITOR,DELL E1916H,BR03VWMX7071368P,,FALSE,CPD,2,
MONITOR,DELL E1916H,BR00KFDDWTUB0078E,31020,FALSE,CPD,2,
MONITOR,DELL E1913C,BR079N70075913AS,,FALSE,CPD,2,
LEITOR,SYMBOL LI4278,1601100504723,60525,FALSE,CAIXA,20,
MONITOR,DELL E1913C,BR-079N70-07591-310-,,TRUE,TRUE,2,
MONITOR,DELL E1913C,BR079N700759139E,,FALSE,CPD,2,
SERVIDOR,DELL OPTIPLEX 3020,2W79M22,10714,FALSE,CPD,2,
SERVIDOR,DELL OPTIPLEX 3020,F2H3NZ1,,FALSE,CPD,2,
SERVIDOR,DELL OPTIPLEX 320,5129ZC1,,FALSE,CPD,2,
PC,DELL OPTIPLEX 3050,68RC2M2,11293,FALSE,CPD,2,
PC,DELL OPTIPLEX 3040,53C5MD2,,FALSE,CPD,2,
PC,DELL OPTIPLEX 3050,698J2M2,11278,FALSE,CPD,2,
PC,DELL OPTIPLEX 790,2VYXRR1,10124,FALSE,CPD,2,
PC,DELL OPTIPLEX 3050,4VMYDN2,,FALSE,CPD,2,
PC,DELL OPTIPLEX 3040,53J7MD2,,FALSE,CPD,2,
IMPRESSORA,HP LASERJET M1212NF,BRJSF2L06G,90760,FALSE,CPD,2,
IMPRESSORA,HP LASERJET P1606,VND3C81808,,FALSE,FRENTE DE CAIXA,0,
IMPRESSORA,HP LASERJET P1606,BRBSC21728,90596,FALSE,FRENTE DE CAIXA,0,
IMPRESSORA,HP LASERJET P1606,BRCSFDVHX8,90466,FALSE,EXPEDICAO,0,
IMPRESSORA,HP LASERJET M1212NF,0,,FALSE,TESOURARIA,0,
IMPRESSORA,HP LASERJET P1606,BRBSC21722,90637,FALSE,RM,0,
IMPRESSORA,HP LASERJET M1522NF,BRHHB3S32B,90469,FALSE,CALLCENTER,0,
IMPRESSORA,HP LASERJET P1606,BRCSF67HX3,90081,FALSE,FRENTE DE CAIXA,2,
IMPRESSORA,HP LASERJET P1606,BRBSBDW70T,90555,FALSE,FRENTE DE CAIXA,2,
IMPRESSORA,HP LASERJET M1212NF,0,,FALSE,TESOURARIA,2,
IMPRESSORA,HP LASERJET M1522NF,BRCS89005M,90563,FALSE,SEGURANCA,2,
ECF,BEMATECH MP 4000 TH FI,BE090910100010012125,90497,FALSE,CAIXA,2,
ECF,BEMATECH MP 4200 TH FI,BE090910100010022033,90503,FALSE,CAIXA,2,
ECF,BEMATECH MP 4200 TH FI,BE090910100010022812,90498,FALSE,CAIXA,2,
ECF,BEMATECH MP 4200 TH FI,BE090910100010012341,90477,FALSE,CAIXA,2,
ECF,BEMATECH MP 4000 TH FI,BE090910100010012354,90500,FALSE,CAIXA,2,
ECF,BEMATECH MP 4000 TH FI,BE090910100010012130,90528,FALSE,CAIXA,2,
ECF,BEMATECH MP 4000 TH FI,BE090910100010012245,90533,TRUE,TRUE,2,
ECF,BEMATECH MP 4000 TH FI,BE090910100010012275,90542,FALSE,CAIXA,2,
ECF,BEMATECH MP 4000 TH FI,BE090910100010012329,90523,FALSE,CAIXA,2,
ECF,BEMATECH MP 4000 TH FI,BE090910100010012342,90520,FALSE,CAIXA,2,
ECF,BEMATECH MP 4000 TH FI,BE090910100010012356,90543,FALSE,CAIXA,2,
ECF,BEMATECH MP 4000 TH FI,BE090910100010012184,90556,FALSE,CAIXA,2,
ECF,BEMATECH MP 4000 TH FI,BE090910100010012259,90508,FALSE,CAIXA,2,
ECF,BEMATECH MP 4000 TH FI,BE090910100010012276,90489,FALSE,CAIXA,2,
ECF,BEMATECH MP 4000 TH FI,BE090910100010012330,90513,FALSE,CAIXA,2,
ECF,BEMATECH MP 4000 TH FI,BE090910100010012344,90491,FALSE,CAIXA,2,
ECF,BEMATECH MP 4000 TH FI,BE090910100010012195,90478,FALSE,CAIXA,2,
ECF,BEMATECH MP 4000 TH FI,BE090910100010012260,90507,FALSE,CAIXA,2,
ECF,BEMATECH MP 4000 TH FI,BE090910100010012277,90546,FALSE,CAIXA,2,
ECF,BEMATECH MP 4000 TH FI,BE091110100011254532,90580,FALSE,CAIXA,2,
ECF,BEMATECH MP 4000 TH FI,BE090910100010012336,90499,TRUE,TRUE,2,
ECF,BEMATECH MP 4000 TH FI,BE090910100010012209,"90476
",FALSE,CAIXA,2,
ECF,BEMATECH MP 4000 TH FI,BE090910100010012265,"90540
",TRUE,TRUE,2,
ECF,BEMATECH MP 4000 TH FI,BE090910100010012324,"90550
",TRUE,TRUE,2,
ECF,BEMATECH MP 4000 TH FI,BE090910100010012351,"90510
",TRUE,TRUE,2,
ECF,BEMATECH MP 4000 TH FI,BE090910100010022800,"90529
",TRUE,TRUE,2,
ECF,BEMATECH MP 4000 TH FI,BE090910100010022796,"90549
",TRUE,TRUE,2,
ECF,BEMATECH MP 4000 TH FI,BE090910100010022814,"90504
",TRUE,TRUE,2,
ECF,BEMATECH MP 4000 TH FI,BE090910100010012338,"90496
",TRUE,TRUE,2,
ECF,BEMATECH MP 4000 TH FI,BE091110100011254586,"90579
",FALSE,CAIXA,2,
ECF,BEMATECH MP 4000 TH FI,BE090910100010012234,"90544
",FALSE,CAIXA,2,
ECF,BEMATECH MP 4000 TH FI,BE091410100011208998,"90766
",TRUE,TRUE,0,
ECF,BEMATECH MP 4000 TH FI,BE091410100011210056,90775,TRUE,TRUE,0,
ECF,BEMATECH MP 4000 TH FI,BE091410100011210066,"90773
",TRUE,TRUE,0,
ECF,BEMATECH MP 4000 TH FI,BE091410100011210317,"90771
",TRUE,TRUE,0,
ECF,BEMATECH MP 4000 TH FI,BE091410100011210312,"90770
",TRUE,TRUE,0,
ECF,BEMATECH MP 4000 TH FI,BE090910100010022586,"90534
",FALSE,CAIXA,0,
ECF,BEMATECH MP 4000 TH FI,BE090910100010022738,"90486
",FALSE,CAIXA,0,
ECF,BEMATECH MP 4000 TH FI,BE090910100010022727,"90495
",FALSE,CAIXA,0,
ECF,BEMATECH MP 4000 TH FI,BE090910100010022750,"90490
",FALSE,CAIXA,0,
ECF,BEMATECH MP 4000 TH FI,BE090910100010012179,90545,FALSE,CAIXA,0,
ECF,BEMATECH MP 4000 TH FI,BE090910100010030741,"90531
",FALSE,CAIXA,10,
PC,HP COMPAQ 300B MT,BRG045G5TP,10231,FALSE,CAIXA,11,
ECF,BEMATECH MP 4000 TH FI,BE090910100010012257,90557,FALSE,CAIXA,0,
ECF,BEMATECH MP 4000 TH FI,BE090910100010012267,90493,FALSE,CAIXA,0,
ECF,BEMATECH MP 4000 TH FI,BE090910100010012192,90558,FALSE,CAIXA,0,
ECF,BEMATECH MP 4000 TH FI,BE090910100010012258,90552,FALSE,CAIXA,0,
ECF,BEMATECH MP 4000 TH FI,BE090910100010012269,90492,FALSE,CAIXA,0,
ECF,BEMATECH MP 4000 TH FI,BE090910100010012197,90487,FALSE,CAIXA,0,
ECF,BEMATECH MP 4000 TH FI,BE090910100010012235,90505,FALSE,CAIXA,0,
ECF,BEMATECH MP 4000 TH FI,BE090910100010012263,90484,FALSE,CAIXA,0,
ECF,BEMATECH MP 4000 TH FI,BE090910100010022609,90488,FALSE,CAIXA,0,
ECF,BEMATECH MP 4000 TH FI,BE090910100010012261,90480,FALSE,CAIXA,0,
ECF,BEMATECH MP 4000 TH FI,BE091410100011210096,90769,FALSE,CAIXA,0,
ECF,BEMATECH MP 4000 TH FI,BE091410100011210054,90768,FALSE,CAIXA,0,
ECF,BEMATECH MP 4000 TH FI,BE091410100011210045,90744,FALSE,CAIXA,0,
ECF,BEMATECH MP 4000 TH FI,BE090910100010012334,90479,FALSE,CAIXA,0,
ECF,BEMATECH MP 4000 TH FI,BE090910100010012188,90501,TRUE,TRUE,0,
ECF,BEMATECH MP 4000 TH FI,BE090910100010012270,90485,TRUE,TRUE,0,
ECF,BEMATECH MP 4000 TH FI,BE090910100011235294,90527,TRUE,TRUE,0,
ECF,BEMATECH MP 4000 TH FI,BE091410100011210106,90767,TRUE,TRUE,0,
ECF,BEMATECH MP 4000 TH FI,BE091410100011210042,90772,TRUE,TRUE,0,
IMPRESSORA,HP LASERJET M1522NF,BRCS85900F,90470,FALSE,TESOURARIA,16,
IMPRESSORA,HP 1320,9005,,FALSE,COMERCIAL,16,
IMPRESSORA,HP LASERJET M1212NF,BRGSDCT01S,90008,FALSE,VENDAS BALCAO,16,
IMPRESSORA,BROTHER 5450DN,U63257G3N431235,90599,FALSE,RM,16,
IMPRESSORA,RICOH AFICIO MP C2051,V9735800995,,FALSE,ADM FOOD,16,
